,InteractorA,InteractorB
3317226,NFIA,ARID1A
3317227,NFIA,KMT2D
3317228,NFIA,ZNF609
3317229,NFIA,KDM6A
3317230,NFIA,TBL1X
3317231,NFIA,NCOR1
3317232,NFIA,E2F6
3317233,NFIA,WIZ
3317234,NFIA,NFIC
3317235,NFIA,ATXN1L
3317236,NFIA,NR2C1
3317237,NFIA,HIVEP1
3317238,NFIA,HOXB9
3317239,NFIA,MNX1
3317240,NFIA,SMARCA2
3317241,NFIA,ATXN1
3317242,NFIA,TLE1
3317243,NFIA,TLE3
3317244,NFIA,SSBP1
3317245,NFIA,AES
3317246,NFIA,FOXC1
3317247,NFIA,GPS2
3317248,NFIA,GSE1
3317249,NFIA,NFIX
3317250,NFIA,NCOA2
3317251,NFIA,QSER1
3317252,NFIA,ARID4B
3317253,NFIA,ELMSAN1
3317254,NFIA,BCOR
3317255,NFIA,PAXIP1
3317256,NFIA,IRF2BP2
3317257,NFIA,FOXP4
3317258,NFIA,ARID3B
3317259,NFIA,ARID1B
3317260,NFIA,KDM2B
3317261,NFIA,BCL7C
3317262,NFIA,MAML1
3317263,NFIA,DPF1
3317264,NFIA,DPF2
3317265,NFIA,SMARCD2
3317266,NFIA,DYNLL2
3317267,NFIA,SMARCD1
3317268,NFIA,MED15
3317269,NFIA,ARID3A
3317270,NFIA,SSBP3
3317271,NFIA,DPY30
3317272,NFIA,ZNF644
3317273,NFIA,EHMT1
3317274,NFIA,HMG20A
3317275,NFIA,TRPS1
3317276,NFIA,SIX4
3317277,NFIA,ZNF608
3317278,NFIA,PRR12
3317279,NFIA,SATB2
3317280,NFIA,ZNF148
3317281,NFIA,NCOR2
3317282,NFIA,NCOA3
3317669,PAX2,NFIA
3317719,PAX6,NFIA
3317891,PAX7,NFIA
3317991,PAX8,NFIA
3318095,PAX9,NFIA
3318197,PRDM1,NFIA
3318257,SOX10,NFIA
3318316,SOX15,NFIA
3318395,SOX17,NFIA
3318660,SOX5,NFIA
3318735,SOX6,NFIA
3318830,SOX9,NFIA
3318879,SP7,NFIA
3319201,TBR1,NFIA
3319293,TEAD1,NFIA
3319428,TLX1,NFIA
3319539,TLX2,NFIA
3319657,TLX3,NFIA
3319894,VSX1,NFIA
3320870,KLF16,NXF1
3320875,KLF16,PRPF19
3321275,NFIA,RLIM
3321752,NFIA,SFN
3323004,PEG10,SFPQ
3324465,AR,NFIA
3324556,VPR,NXF1
3324964,BRD3,NFIA
3325360,SFPQ,PPHLN1
3325532,SFPQ,BFAR
7673,HNRNPM,PRRC2A
97083,CEF1,BUD31
98489,PRP8,BUD31
113262,ADE8,BUD31
120300,U2AF2,PUF60
120633,PUF60,LOH12CR1
121463,HNRNPM,RBM4B
121799,HNRNPM,LMO3
121894,PUF60,SAP30BP
122144,U2AF1,U2AF2
133970,CWC2,BUD31
134838,PRP19,BUD31
134875,PRP46,BUD31
135353,SNT309,BUD31
181134,PRP11,BUD31
189300,BRR2,BUD31
203958,BUD31,PRP22
203959,BUD31,CDC13
203960,BUD31,SNU114
203961,BUD31,PAB1
203963,BUD31,ATP1
203964,BUD31,MDH1
203965,BUD31,RPS4B
203966,BUD31,RPL2B
203967,BUD31,MAM33
203969,BUD31,MRPL3
203970,BUD31,MRPL17
228021,PRP43,BUD31
241334,U2AF1,RP9
241384,TCERG1,HNRNPM
241496,PUF60,TROVE2
241570,PUF60,OLA1
241588,PUF60,SSB
241731,PUF60,ELAC2
241903,GSTK1,HNRNPM
241934,PUF60,P4HB
241989,PUF60,KHSRP
241996,PUF60,IGF2BP1
242005,CD2BP2,PUF60
242010,TAGLN,S100A9
242012,PUF60,HNRNPC
242106,PUF60,SYNCRIP
242130,PHLDA3,HNRNPM
242200,PUF60,DDX3X
242211,RFXANK,HNRNPM
242224,PUF60,SF3A3
242285,PUF60,IGF2BP3
242299,ASB3,S100A9
242346,PUF60,IGF2BP2
242347,PUF60,SARS2
242411,PUF60,UGP2
242413,USF2,S100A9
242468,PUF60,HNRNPL
242477,PAK7,S100A9
242490,PUF60,SRSF11
242491,PUF60,TTN
242560,PUF60,MOV10
242634,RNPS1,PUF60
242733,PTP4A3,HNRNPM
242738,NUAK1,S100A9
242838,TSC22D1,HNRNPM
242854,PUF60,EWSR1
242884,PUF60,PABPC1
242977,ILK,S100A9
243006,PUF60,PABPC4
243014,ILK,PUF60
243120,PUF60,G3BP1
243193,PUF60,STOM
243268,PUF60,RNMTL1
243559,PUF60,HNRNPA3
251615,RNU11,U2AF1
262716,ZRANB2,U2AF1
270651,PPP1R16A,PUF60
271677,PUF60,CHD3
271678,PUF60,VIM
276388,SRSF1,U2AF1
276598,CEACAM5,HNRNPM
278841,JUN,HNRNPM
279066,SRSF2,U2AF1
281561,ACT1,BUD31
305055,SF3A2,U2AF1
305062,SF3A2,PUF60
306142,LYST,HNRNPM
306287,HSP82,BUD31
306994,HSC82,BUD31
318589,BUD31,MED7
318590,BUD31,URN1
321448,HEK2,BUD31
354439,GPB2,BUD31
354628,MTW1,BUD31
354829,DEP1,BUD31
355193,MDM10,BUD31
356823,SLA1,BUD31
356966,GAL10,BUD31
357186,UBP14,BUD31
357343,ORC2,BUD31
357486,ECM2,BUD31
358156,CMD1,BUD31
358594,SPP381,BUD31
358789,SEC66,BUD31
362274,SHS1,BUD31
362509,GDH2,BUD31
363147,COP1,BUD31
363774,IWR1,BUD31
364088,DUN1,BUD31
364729,RPN4,BUD31
365931,TPS2,BUD31
366026,RRP8,BUD31
366126,SLU7,BUD31
366503,DPB4,BUD31
367520,CDC37,BUD31
368645,SWM1,BUD31
369621,PEX3,BUD31
370260,RVS167,BUD31
370495,ERD1,BUD31
370942,TOM1,BUD31
371430,GIN4,BUD31
372010,CIN8,BUD31
372077,PRB1,BUD31
372126,YEL057C,BUD31
372859,ANP1,BUD31
374956,HOM3,BUD31
375198,PTP3,BUD31
375258,GET2,BUD31
375746,NUP157,BUD31
376063,RSP5,BUD31
376110,GLC7,BUD31
376559,COG3,BUD31
377285,HAC1,BUD31
377355,GYP8,BUD31
377735,DEG1,BUD31
378125,PTR3,BUD31
379330,HUR1,BUD31
379813,SEC27,BUD31
379954,SOH1,BUD31
380354,SRM1,BUD31
380548,DUO1,BUD31
380903,RNA15,BUD31
381074,GET1,BUD31
381683,PEX31,BUD31
381957,MSP1,BUD31
382079,SPR3,BUD31
382211,UPF3,BUD31
382252,SLX9,BUD31
382334,PIL1,BUD31
382384,PRP31,BUD31
382510,DAM1,BUD31
382698,PHB1,BUD31
384305,GCN5,BUD31
385599,DYS1,BUD31
385661,NMD2,BUD31
387279,QDR1,BUD31
387659,THS1,BUD31
387860,PCI8,BUD31
387915,ARC15,BUD31
388778,IST3,BUD31
389429,MNN11,BUD31
389617,SWI3,BUD31
392331,HOC1,BUD31
393529,MNN4,BUD31
394446,ELM1,BUD31
394669,AUR1,BUD31
394760,DID4,BUD31
395223,UTH1,BUD31
395675,NUP133,BUD31
396332,UBI4,BUD31
396545,RTT109,BUD31
396834,POM34,BUD31
399650,SEC72,BUD31
399947,HRI1,BUD31
400427,MMS22,BUD31
400736,ORM2,BUD31
401060,VID22,BUD31
401294,VAC14,BUD31
402089,MSC1,BUD31
402424,TAF8,BUD31
402714,VPS9,BUD31
403092,RPL6A,BUD31
403240,POB3,BUD31
403362,RPS1B,BUD31
403468,RAD52,BUD31
403937,PEX12,BUD31
404084,ARP9,BUD31
404282,FAR3,BUD31
404421,RIM9,BUD31
404647,VPS20,BUD31
404659,CTF18,BUD31
404717,ADH3,BUD31
405026,RPS16A,BUD31
405201,RIM13,BUD31
405353,PAH1,BUD31
405450,SGS1,BUD31
405503,CIK1,BUD31
405881,MRE11,BUD31
405976,RNA1,BUD31
406219,TMA23,BUD31
406509,AEP2,BUD31
406589,JNM1,BUD31
407746,RPS19B,BUD31
408026,TOF1,BUD31
409301,IES2,BUD31
409604,YNL181W,BUD31
409650,PSD1,BUD31
410077,MFA2,BUD31
410851,SNN1,BUD31
411030,COG5,BUD31
411145,COG6,BUD31
411584,VPS27,BUD31
411942,ARE2,BUD31
411962,MRPL50,BUD31
412104,HUB1,BUD31
412175,ARC35,BUD31
412454,POP2,BUD31
413798,SIN3,BUD31
413904,PHO80,BUD31
414437,SHE4,BUD31
416311,RUD3,BUD31
416937,SEC63,BUD31
418283,FEX1,BUD31
418598,RVB2,BUD31
418632,NSL1,BUD31
419126,DDC1,BUD31
419591,MEX67,BUD31
420372,ERI1,BUD31
420509,SEC16,BUD31
421645,THP3,BUD31
421897,MED1,BUD31
422016,YPR098C,BUD31
422154,CTR1,BUD31
422432,VPS4,BUD31
424764,HNRNPA1,HNRNPM
425064,HNRNPH1,HNRNPM
425099,MEPCE,U2AF1
425136,GPN1,PUF60
425965,NHP10,BUD31
448365,CWC21,BUD31
464530,APC,HNRNPM
464571,S100A9,S100A8
464572,CDC42,S100A9
482995,SRRM1,HNRNPM
483017,SRRM2,HNRNPM
483069,SRRM1,PUF60
486527,AIM3,BUD31
503654,PRP2,BUD31
503701,PRP16,BUD31
504305,TAT,HNRNPM
506292,HIST1H1C,PUF60
513376,TOP1,BUD31
521950,TOPORS,HNRNPM
521954,TOPORS,S100A9
530783,BUD31,SRS2
531714,MORF4L1,HNRNPM
531747,MORF4L2,HNRNPM
531777,MRGBP,HNRNPM
532016,DOT1L,HNRNPM
532065,NPM1,HNRNPM
555476,TADA2A,PUF60
555530,TADA2A,HNRNPM
560977,UBC,HNRNPM
565474,PPP2R1A,S100A9
565522,PPP2R2B,S100A9
570009,CACNA1A,PUF60
572818,CDC28,BUD31
573377,NOP56,HNRNPM
573393,NOP56,U2AF1
574668,DMRT2,HNRNPM
592332,EBNA-LP,HNRNPM
594642,PSMA3,PUF60
609460,BUD31,SNR7-L
609461,BUD31,SNR7-S
609462,BUD31,SNR6
610652,SUMO3,HNRNPM
610901,VHL,HNRNPM
613051,SMARCAD1,HNRNPM
632366,RAD21,S100A9
635629,HDGF,U2AF1
665622,ARRB1,HNRNPM
665692,ARRB1,S100A9
665821,ARRB2,HNRNPM
665951,ARRB2,S100A9
669145,HNRNPA1,PUF60
677523,ERG,HNRNPM
683322,HNRNPM,KIAA0368
684346,NFX1,HNRNPM
686512,CUL3,PUF60
686590,CUL3,HNRNPM
687046,CUL3,U2AF1
687906,CUL5,S100A9
688108,CUL2,HNRNPM
688272,CUL2,S100A9
688536,CDK2,PUF60
688618,CDK2,HNRNPM
689061,CUL1,HNRNPM
689189,CUL1,U2AF1
689537,COPS5,HNRNPM
689725,COPS5,PUF60
689826,COPS5,S100A9
690523,CAND1,PUF60
690587,CAND1,U2AF1
690649,CAND1,HNRNPM
695603,PRAME,HNRNPM
721110,PCBP1,PUF60
723360,HINFP,U2AF1
726401,SHC1,S100A9
726705,UL49,U2AF1
729053,FBXO6,HNRNPM
737821,BUD31,APP
743315,PRPF8,U2AF1
743811,HNRNPM,RBM8A
743826,SNRPA1,U2AF1
743907,HNRNPM,U2AF2
743980,SF3A1,U2AF1
743992,HNRNPM,EFTUD2
744003,SNRPD2,U2AF1
744012,HNRNPU,U2AF1
744014,HNRNPM,SNRPD1
744020,SRSF7,U2AF1
744021,RBMX,HNRNPM
744033,HNRNPM,SF3B3
744038,SF3B3,U2AF1
744048,HNRNPM,SF3A1
744053,SRSF5,U2AF1
744066,HNRNPM,SNRPA1
744108,HNRNPM,U2AF1
744120,HNRNPC,HNRNPM
744133,HNRNPM,SNRPD3
744149,HNRNPM,SRSF1
744171,HNRNPF,HNRNPM
744172,HNRNPM,ALYREF
744199,HNRNPM,HNRNPR
744225,HNRNPK,HNRNPM
744226,HNRNPM,PRPF8
744241,HNRNPM,RNPS1
744251,HNRNPM,SRSF5
744281,HNRNPM,SRSF3
744629,CDC5L,U2AF1
744727,HNRNPM,SYNCRIP
744842,HNRNPM,RBM25
744955,HNRNPM,HNRNPA0
745072,HNRNPL,HNRNPM
745169,HNRNPM,RPL10A
745175,HNRNPM,RPS6
745187,HNRNPM,RPL7
745195,HNRNPM,RALY
745212,HNRNPM,RPS24
745219,HNRNPM,RPS8
745220,SART1,U2AF1
745222,HNRNPM,RPL11
745225,HNRNPM,RPL23A
745226,HNRNPM,RPS23
745231,RPL37A,U2AF1
745237,HNRNPM,RPL7A
745251,HSPD1,PUF60
745252,HNRNPM,RPL12
745255,NOP58,U2AF1
745258,DDX5,HNRNPM
745262,HNRNPM,RPL31
745276,HNRNPM,RPS13
745284,HNRNPM,RPL6
745290,HNRNPM,RPL14
745293,HNRNPM,RPS15A
745295,HNRNPM,RPS16
745298,SRRM2,U2AF1
745325,HNRNPM,RPLP0
745327,DDX1,HNRNPM
745330,HNRNPM,RPL18
745331,HNRNPM,RPL5
745343,HNRNPM,RPS11
745347,RPS14,U2AF1
745359,RPS24,U2AF1
745367,THOC6,U2AF1
745369,HNRNPM,TOP1
745373,U2AF1,ZCCHC8
745377,RPS7,U2AF1
745379,HNRNPM,RPS7
745397,HNRNPM,RPS2
745407,DDX5,U2AF1
745409,HNRNPM,RPS14
745427,FBL,U2AF1
745433,BUD31,SRSF7
745438,RPS13,U2AF1
745448,RBM25,U2AF1
745458,HNRNPM,RPL10
745459,HNRNPM,RPL19
745461,HNRNPM,RPL23
745479,RPS2,U2AF1
745490,HNRNPDL,HNRNPM
745496,IK,U2AF1
745497,BUD31,SRSF3
745521,HNRNPM,RPL18A
745524,SYNCRIP,U2AF1
745547,HNRNPM,RPL30
745553,HNRNPM,RPL22
745564,CPSF6,PUF60
745580,RPL15,U2AF1
745592,BCAS2,U2AF1
745645,HNRNPM,PUF60
745679,HNRNPM,RPS26
745701,HNRNPM,SRRT
745725,HNRNPM,RPS4X
745730,HNRNPM,PRPF40A
745755,SAP18,U2AF1
745763,HNRNPM,RPSA
745774,RPS4X,U2AF1
745854,HNRNPM,RPS21
745911,HNRNPM,RPS5
745919,HNRNPM,RPS28
745921,HNRNPM,RPS25
745998,EEF1A1,PUF60
746014,DDB1,PUF60
746634,S100A9,SRSF10
746655,S100A9,GTF3C1
746756,RBM39,S100A9
746758,S100A9,U2AF1
746773,S100A9,SMARCA5
746774,S100A9,SART1
746775,S100A9,THRAP3
746791,EIF4A3,S100A9
746809,BUD31,ZNF326
746884,RRP7A,U2AF1
747107,HNRNPM,RBM14
747222,S100A9,TOP1
747259,HNRNPM,SND1
747308,BUD31,TRA2A
747310,BUD31,VTN
747311,BUD31,ZC3H18
747345,BUD31,TPBG
747425,CD2BP2,S100A9
747467,RRS1,U2AF1
747492,SEPT2,U2AF1
747656,BUD31,UTP14A
747681,HNRNPM,RANBP2
747706,S100A9,TRA2A
747716,RCC1,U2AF1
747762,MPV17,PUF60
747766,S100A9,TRA2B
747775,PSMA5,S100A9
747776,HNRNPM,MRPL37
747811,S100A9,VTN
747822,NCSTN,U2AF1
747854,HNRNPM,KRT16
747901,S100A9,SAP18
747943,PHGDH,U2AF1
747993,S100A9,UTP14A
747995,HNRNPM,STOM
748071,ABCC1,PUF60
748089,HNRNPM,MBD3
748152,HNRNPM,UQCR10
748218,S100A9,TPBG
748334,S100A9,ZC3H18
748340,PUF60,SON
748359,HNRNPM,SLC25A24
748405,S100A9,SRRT
748469,S100A9,SUPT16H
748519,DHX15,S100A9
748622,HNRNPM,SUPT16H
748626,HNRNPM,RPLP0P6
748641,HNRNPM,RRBP1
748705,BUD31,TRIM55
748726,HNRNPM,VTN
748734,HNRNPM,RCC1
748763,NCSTN,S100A9
748813,HNRNPM,RRS1
748814,S100A9,SON
748864,S100A9,SRSF5
748957,HNRNPM,ZNF326
748958,HNRNPM,PCDHA2
748960,HNRNPM,LMNA
748977,S100A9,TRIM55
748998,S100A9,SRSF7
749014,HNRNPM,SMC3
749228,SON,U2AF1
749243,S100A9,SSRP1
749253,BUD31,SON
749262,RAN,U2AF1
749286,MATR3,S100A9
749287,HNRNPM,SON
749395,RBM14,S100A9
749562,S100A9,SRSF3
749565,LAMTOR3,PUF60
749739,S100A9,ZNF326
749938,ACIN1,S100A9
750093,HNRNPM,TRA2A
750104,PSRC1,S100A9
750228,PUF60,RPL6
750237,CPLX1,S100A9
750371,PSMB7,S100A9
750384,DEK,S100A9
750439,SEPT7,U2AF1
750455,S100A9,SRSF11
750468,HNRNPM,RAB31
750502,RNPS1,S100A9
750573,MCM5,U2AF1
750576,HNRNPM,RTN4
750593,DIDO1,U2AF1
750718,HNRNPM,SMARCA5
750730,HNRNPM,LMNB1
750860,BUD31,RPS7
750969,S100A9,TOP2B
750978,HNRNPM,MRPL55
751336,HNRNPM,MYH10
751339,HNRNPM,RAP1A
751442,HNRNPM,SSR1
751642,PRPF8,S100A9
751705,S100A9,U2AF2
751732,PSAP,U2AF1
751822,BUD31,TPR
751860,S100A9,SURF4
751885,FLNB,HNRNPM
751952,LUC7L3,S100A9
751984,S100A9,SSSCA1
751989,S100A9,TLE3
751993,S100A9,UNK
752049,HNRNPM,THRAP3
752202,HNRNPM,RRP7A
752282,HNRNPM,SEPT2
752346,DSTN,S100A9
752454,HNRNPM,MRPS28
752462,HNRNPM,TOR1AIP1
752508,HNRNPM,SAMM50
752509,HNRNPM,TOMM70A
752950,EIF4H,PUF60
752960,HNRNPM,RCC2
753022,U2AF1,VPRBP
753118,TUBA1B,U2AF1
753178,BUD31,SEPT7
753231,ADAR,HNRNPM
753357,HNRNPU,S100A9
753530,S100A9,TPR
753570,HNRNPM,DHODH
753756,PSIP1,U2AF1
753988,HNRNPH3,PUF60
754112,HNRNPM,MRPL23
754116,RPLP0P6,U2AF1
754152,NUBP2,S100A9
754182,HNRNPM,MRPS9
754279,HNRNPM,TIMM9
754455,HNRNPM,MTA2
754456,HNRNPM,GTF3C1
797525,ESR1,HNRNPM
799115,NPL3,BUD31
800097,FHL2,PUF60
800115,PUF60,ID3
808196,BARD1,U2AF1
808226,BARD1,PUF60
811446,MAGOH,HNRNPM
811464,EIF4A3,HNRNPM
814973,SIAH1,PUF60
815584,SMURF1,U2AF1
821139,TAF1,BUD31
824227,MAP1B,U2AF1
826275,FN1,U2AF1
826386,FN1,PUF60
826910,FN1,HNRNPM
827016,VCAM1,HNRNPM
827271,SNRPD1,U2AF1
827288,SNRPF,PUF60
827418,PRPF40A,U2AF1
827456,SF3B2,U2AF1
827539,U2AF1,CHERP
827540,U2AF1,RBM10
827541,U2AF1,PRPF4
827542,U2AF1,PRPF38A
827544,U2AF1,MFAP1
827545,U2AF1,DHX38
827546,U2AF1,RNPS1
827547,U2AF1,FRA10AC1
827549,U2AF1,NKAP
827550,U2AF1,TOE1
827551,U2AF1,ZCCHC10
827552,U2AF1,PABPC1
827553,U2AF1,SRPK1
827554,U2AF1,SRPK2
827590,PUF60,PTBP2
827881,CTNNBL1,BUD31
828136,ZNF207,HNRNPM
828294,RBM4,HNRNPM
828325,WDR77,HNRNPM
831622,IQCB1,HNRNPM
831894,INVS,HNRNPM
835298,U2AF1,IL7R
836015,MAP1LC3A,HNRNPM
836313,METTL23,S100A9
836616,UBL4A,HNRNPM
836852,ITGA4,HNRNPM
844324,CFTR,S100A9
853322,CTNNB1,HNRNPM
853663,CIR1,U2AF1
854695,S100A9,CDC53
854697,S100A9,CDC34
854699,S100A9,SRP1
854701,S100A9,SEC27
856989,NAM7,BUD31
858875,AICDA,HNRNPM
859716,PAN2,HNRNPM
860184,KIAA0101,BUD31
861306,CD81,HNRNPM
861469,IGSF8,HNRNPM
862413,U2AF1,JMJD6
862479,U2AF1,SUV39H1
872039,HDAC6,PUF60
883484,ESL2,BUD31
893075,U2AF1,VEGFA
893340,ADCY7,BUD31
893890,HNRNPM,LMO2
893971,HNRNPM,STAT3
894116,BUD31,RELB
906615,SRPK2,HNRNPM
906866,CLK2,HNRNPM
906890,SRPK3,HNRNPM
906913,SRPK3,U2AF1
907510,EGFR,S100A9
911940,YAK1,BUD31
912332,SKY1,BUD31
912362,IME2,BUD31
913257,TARDBP,HNRNPM
915437,PARK2,HNRNPM
921362,PUF60,FAM129B
921749,PUF60,H3F3A
921818,PUF60,HIRIP3
921938,ABCF1,HNRNPM
921939,RTCB,HNRNPM
921942,EIF2B2,HNRNPM
921943,EIF2B3,HNRNPM
921944,FLII,HNRNPM
921945,IGF2BP3,HNRNPM
921946,NMT1,HNRNPM
921947,PSMB8,HNRNPM
921948,RFC4,HNRNPM
921950,RPL26L1,HNRNPM
921951,RPL27,HNRNPM
922792,HNRNPM,MRE11A
923203,PUF60,NUDC
923389,PUF60,PAPOLA
924415,FAF1,PUF60
924416,PPM1G,PUF60
924417,TARS,PUF60
924419,VPS29,PUF60
926915,PUF60,ZYX
926961,REV,HNRNPM
927096,REV,U2AF1
932270,TERF1,U2AF1
933857,RPA1,HNRNPM
933859,RPA2,HNRNPM
933861,RPA3,HNRNPM
935595,ERG,PUF60
949157,CDC37,HNRNPM
949580,IVNS1ABP,HNRNPM
950137,STAU1,HNRNPM
951092,MDM2,HNRNPM
951496,NDN,U2AF1
954211,HAUS1,HNRNPM
954322,CDKN1A,PUF60
954493,CEP250,HNRNPM
954947,TP53,HNRNPM
1022570,S100A9,NCF2
1036650,AP2B1,U2AF1
1037386,CCNC,PUF60
1037598,CLK2,U2AF1
1039002,HNRNPK,U2AF1
1040588,HNRNPM,AKAP9
1040589,HNRNPM,GMCL1P1
1040590,HNRNPM,TEKT4
1041463,RAD23B,PUF60
1041970,SDCBP,PUF60
1043157,UBE2I,PUF60
1044041,BUD31,BEND5
1044042,BUD31,KRTAP10-7
1044043,BUD31,KRTAP10-3
1046161,PUF60,KIAA0907
1046162,PUF60,UPF2
1046164,PUF60,QRICH1
1046165,PUF60,MED28
1046166,PUF60,KIAA1683
1046168,PUF60,ARL8A
1046169,PUF60,ZG16
1051565,ENO1,HNRNPM
1051904,SHMT2,HNRNPM
1052748,MOV10,HNRNPM
1057941,CUL7,PUF60
1058131,CUL7,U2AF1
1058541,OBSL1,PUF60
1058711,OBSL1,U2AF1
1060333,UBE2I,HNRNPM
1062730,EZH2,U2AF1
1062956,SUZ12,U2AF1
1063360,EED,PUF60
1063537,EED,HNRNPM
1063663,RNF2,U2AF1
1064342,BMI1,BUD31
1064810,EED,U2AF1
1066859,ERLIN2,HNRNPM
1066973,UBAC2,HNRNPM
1103685,SIRT6,S100A9
1105269,ABL1,HNRNPM
1105544,ILK,HNRNPM
1105723,MAST3,HNRNPM
1105834,SRPK1,HNRNPM
1110800,NANOG,HNRNPM
1176992,SNRPA1,BUD31
1178478,TSSC4,BUD31
1179030,USB1,BUD31
1181660,PPIE,BUD31
1182260,WDR83,BUD31
1191183,SNIP1,BUD31
1240436,PLRG1,HNRNPM
1240437,CDC5L,HNRNPM
1241258,RPS6KB2,HNRNPM
1257491,NTRK1,S100A9
1257540,NTRK1,HNRNPM
1258357,PUF60,AIMP2
1259425,ISY1,BUD31
1259426,ISY1-RAB43,BUD31
1259427,SF3A2,BUD31
1259673,BUD31,CCDC101
1259676,BUD31,CCDC12
1260715,BUD31,DCUN1D4
1262298,U2AF1,FTSJ3
1264181,HNRNPM,LRRC59
1264196,BUD31,LSM2
1265099,PUF60,MYO18A
1267480,PUF60,PRPF40A
1268376,ARGLU1,PUF60
1268378,HNRNPF,PUF60
1268379,MATR3,PUF60
1268380,RBM25,PUF60
1268381,SREK1,PUF60
1268383,THRAP3,PUF60
1268385,XPNPEP1,PUF60
1268797,BUD31,RCC2
1271497,BUD31,RRBP1
1272414,BUD31,SNW1
1272560,PUF60,SRRM2
1273858,DDX56,U2AF1
1273859,LUC7L2,U2AF1
1274136,HNRNPM,UQCRC2
1274794,RNU12,U2AF1
1274826,SFN,HNRNPM
1276020,NTRK1,PUF60
1276120,NTRK1,U2AF1
1277297,SCARNA22,HNRNPM
1420176,PTEN,S100A9
1420262,UVRAG,HNRNPM
1425783,EWSR1,S100A9
1425805,EWSR1,U2AF1
1427350,GAG,HNRNPM
1430465,B9D2,HNRNPM
1438036,OTX2,U2AF1
1438624,PUF60,RAP1GDS1
1439889,XPO1,HNRNPM
1445669,HNRNPH2,HNRNPM
1445670,MATR3,HNRNPM
1445671,SEC16A,HNRNPM
1445672,MYEF2,HNRNPM
1448027,TSNAX,U2AF1
1448936,ID1,BUD31
1451506,RAB2A,PUF60
1451507,AXIN1,PUF60
1451508,KLC4,PUF60
1460752,MGP,HNRNPM
1460753,PTBP1,HNRNPM
1460754,AKAP8,HNRNPM
1460756,HNRNPA3,HNRNPM
1460757,FUS,HNRNPM
1460758,CCDC9,HNRNPM
1466016,APC,PUF60
1466017,C1QBP,PUF60
1466018,UBE2K,PUF60
1466019,TECPR2,PUF60
1507849,GAN,HNRNPM
1508066,FOXK2,PUF60
1508575,SKI,HNRNPM
1508945,CRY2,HNRNPM
1509182,FOXL1,PUF60
1509428,FOXL2,PUF60
1510227,FOXQ1,PUF60
1511211,MCM2,PUF60
1511398,MCM2,HNRNPM
1511437,MCM2,S100A9
1511763,MCM5,S100A9
1512709,NF2,S100A9
1513897,SNW1,HNRNPM
1513913,SNW1,U2AF1
1514038,SNW1,PUF60
1516674,CEBPA,HNRNPM
1517774,GRB2,S100A9
1518011,FBXW7,PUF60
1878094,RER2,BUD31
1880071,SUP35,BUD31
1880238,PCF11,BUD31
1880747,NCB2,BUD31
1881063,RBA50,BUD31
1881067,WBP1,BUD31
1881911,KRE29,BUD31
1882454,SPB4,BUD31
1882552,MOB2,BUD31
1882948,KEG1,BUD31
1883191,LSG1,BUD31
1883204,RPL28,BUD31
1883269,CDC20,BUD31
1883356,CEG1,BUD31
1883383,GPI10,BUD31
1883610,TAM41,BUD31
1883908,NOP19,BUD31
1884789,SEC11,BUD31
1885060,MTR4,BUD31
1885848,CDC11,BUD31
1886076,UGP1,BUD31
1887318,MDN1,BUD31
1887498,GPN3,BUD31
1888048,NSE5,BUD31
1888069,PRP39,BUD31
1888071,TEM1,BUD31
1888083,BET5,BUD31
1888102,PRE8,BUD31
1888138,PGA3,BUD31
1888149,RSC9,BUD31
1888157,ERO1,BUD31
1888167,TAP42,BUD31
1888264,PDS5,BUD31
1888299,UTP15,BUD31
1888302,CTF13,BUD31
1888318,MED11,BUD31
1888364,SPC24,BUD31
1888380,RRB1,BUD31
1888601,VTI1,BUD31
1888696,RRP5,BUD31
1888789,CUS1,BUD31
1888798,TIF11,BUD31
1888818,PRP24,BUD31
1889027,FCP1,BUD31
1889072,LCB1,BUD31
1889116,NIP1,BUD31
1889988,POP1,BUD31
1890379,KRI1,BUD31
1890627,DBP6,BUD31
1890814,DCP1,BUD31
1891099,SGT1,BUD31
1891745,DFR1,BUD31
1892366,NOG1,BUD31
1892704,FAS2,BUD31
1892998,YTH1,BUD31
1900583,YAL064W,BUD31
1903481,DNF2,BUD31
1903506,TMN2,BUD31
1903564,TMA64,BUD31
1904686,AGE1,BUD31
1904702,FDC1,BUD31
1905057,YEL043W,BUD31
1905314,AFG3,BUD31
1905364,GLN3,BUD31
1905754,YER134C,BUD31
1905991,BUD27,BUD31
1906129,DDI2,BUD31
1907021,SHE10,BUD31
1907937,COX6,BUD31
1908037,OSH3,BUD31
1908931,SPO22,BUD31
1908940,SEC28,BUD31
1909275,PAU15,BUD31
1910033,ENT3,BUD31
1910529,CMC1,BUD31
1911291,YLL066W-B,BUD31
1912541,YPT7,BUD31
1912602,RPS17A,BUD31
1912671,SMA2,BUD31
1912825,ATP18,BUD31
1912907,NUP188,BUD31
1912927,COQ5,BUD31
1912939,CTK3,BUD31
1912958,VAN1,BUD31
1913020,YMR001C-A,BUD31
1913089,RSF1,BUD31
1913163,AEP1,BUD31
1913171,SOV1,BUD31
1913221,YTA12,BUD31
1913235,MTG1,BUD31
1913273,ASC1,BUD31
1913293,PKR1,BUD31
1913358,YMR155W,BUD31
1913425,INP2,BUD31
1913491,SPT21,BUD31
1913510,SSO2,BUD31
